OpenROAD 26Q2-254-g61932e897 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
openroad> read_db physical/results/padframe/route/floorplan.odb
openroad> connect_by_abutment
[ERROR PAD-0002] IO_CORNER_NORTH_WEST_INST/DVDD (VDD) and IO_FILL_N_0355/DVSS (VSS) are touching, but are connected to different nets
PAD-0002
while evaluating connect_by_abutment
openroad> check_power_grid -net VDD -error_file physical/results/padframe/pdn_trials/oriented_abutment/vdd_errors.rpt
[WARNING PSM-0038] Unconnected shape on net VDD at (375.200um, 503.550um) - (376.565um, 504.450um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.830um, 1549.620um) - (589.450um, 1555.020um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.560um, 1561.950um) - (588.830um, 1562.850um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.830um, 1559.700um) - (589.450um, 1565.100um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.560um, 1572.030um) - (588.830um, 1572.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.830um, 1569.780um) - (589.450um, 1575.180um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.560um, 1582.110um) - (588.830um, 1583.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.830um, 1579.860um) - (589.450um, 1585.260um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.560um, 1592.190um) - (588.830um, 1593.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.830um, 1589.940um) - (589.450um, 1595.340um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.560um, 1602.270um) - (588.830um, 1603.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.830um, 1600.020um) - (589.450um, 1605.420um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.830um, 1610.100um) - (589.450um, 1615.500um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.560um, 1612.350um) - (588.830um, 1613.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.830um, 1620.180um) - (589.450um, 1625.580um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.560um, 1622.430um) - (588.830um, 1623.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.830um, 1630.260um) - (589.450um, 1635.660um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.560um, 1632.510um) - (588.830um, 1633.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.830um, 1640.340um) - (589.450um, 1643.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (588.560um, 1642.590um) - (588.830um, 1643.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1259.550um) - (589.680um, 1260.450um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1269.630um) - (589.680um, 1270.530um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1279.710um) - (589.680um, 1280.610um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1289.790um) - (589.680um, 1290.690um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1299.870um) - (589.680um, 1300.770um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1309.950um) - (589.680um, 1310.850um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1320.030um) - (589.680um, 1320.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1330.110um) - (589.680um, 1331.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1340.190um) - (589.680um, 1341.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1350.270um) - (589.680um, 1351.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1360.350um) - (589.680um, 1361.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1370.430um) - (589.680um, 1371.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1380.510um) - (589.680um, 1381.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1390.590um) - (589.680um, 1391.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1400.670um) - (589.680um, 1401.570um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1410.750um) - (589.680um, 1411.650um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1420.830um) - (589.680um, 1421.730um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1430.910um) - (589.680um, 1431.810um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1440.990um) - (589.680um, 1441.890um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1451.070um) - (589.680um, 1451.970um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1461.150um) - (589.680um, 1462.050um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1471.230um) - (589.680um, 1472.130um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1481.310um) - (589.680um, 1482.210um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1491.390um) - (589.680um, 1492.290um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1501.470um) - (589.680um, 1502.370um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1511.550um) - (589.680um, 1512.450um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1521.630um) - (589.680um, 1522.530um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1531.710um) - (589.680um, 1532.610um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1541.790um) - (589.680um, 1542.690um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1551.870um) - (589.680um, 1552.770um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1561.950um) - (589.680um, 1562.850um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1572.030um) - (589.680um, 1572.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1582.110um) - (589.680um, 1583.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1592.190um) - (589.680um, 1593.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1602.270um) - (589.680um, 1603.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1612.350um) - (589.680um, 1613.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1622.430um) - (589.680um, 1623.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1632.510um) - (589.680um, 1633.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (589.450um, 1642.590um) - (589.680um, 1643.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 564.030um) - (679.050um, 564.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 574.110um) - (679.050um, 575.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 584.190um) - (679.050um, 585.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 594.270um) - (679.050um, 595.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 604.350um) - (679.050um, 605.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 614.430um) - (679.050um, 615.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 624.510um) - (679.050um, 625.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 634.590um) - (679.050um, 635.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 644.670um) - (679.050um, 645.570um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 654.750um) - (679.050um, 655.650um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 664.830um) - (679.050um, 665.730um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 674.910um) - (679.050um, 675.810um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 684.990um) - (679.050um, 685.890um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 695.070um) - (679.050um, 695.970um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 705.150um) - (679.050um, 706.050um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 715.230um) - (679.050um, 716.130um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 725.310um) - (679.050um, 726.210um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 735.390um) - (679.050um, 736.290um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 745.470um) - (679.050um, 746.370um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 755.550um) - (679.050um, 756.450um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 765.630um) - (679.050um, 766.530um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 775.710um) - (679.050um, 776.610um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 785.790um) - (679.050um, 786.690um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 795.870um) - (679.050um, 796.770um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 805.950um) - (679.050um, 806.850um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 816.030um) - (679.050um, 816.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 826.110um) - (679.050um, 827.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 836.190um) - (679.050um, 837.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 846.270um) - (679.050um, 847.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 856.350um) - (679.050um, 857.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 866.430um) - (679.050um, 867.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 876.510um) - (679.050um, 877.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 886.590um) - (679.050um, 887.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 896.670um) - (679.050um, 897.570um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 906.750um) - (679.050um, 907.650um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 916.830um) - (679.050um, 917.730um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 926.910um) - (679.050um, 927.810um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 936.990um) - (679.050um, 937.890um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 947.070um) - (679.050um, 947.970um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 957.150um) - (679.050um, 958.050um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 967.230um) - (679.050um, 968.130um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 977.310um) - (679.050um, 978.210um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 987.390um) - (679.050um, 988.290um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 997.470um) - (679.050um, 998.370um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1007.550um) - (679.050um, 1008.450um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1017.630um) - (679.050um, 1018.530um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1027.710um) - (679.050um, 1028.610um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1037.790um) - (679.050um, 1038.690um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1047.870um) - (679.050um, 1048.770um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1057.950um) - (679.050um, 1058.850um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1068.030um) - (679.050um, 1068.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1078.110um) - (679.050um, 1079.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1088.190um) - (679.050um, 1089.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1098.270um) - (679.050um, 1099.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1108.350um) - (679.050um, 1109.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1118.430um) - (679.050um, 1119.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1128.510um) - (679.050um, 1129.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1138.590um) - (679.050um, 1139.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1148.670um) - (679.050um, 1149.570um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1158.750um) - (679.050um, 1159.650um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1168.830um) - (679.050um, 1169.730um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1178.910um) - (679.050um, 1179.810um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1188.990um) - (679.050um, 1189.890um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1199.070um) - (679.050um, 1199.970um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1209.150um) - (679.050um, 1210.050um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1219.230um) - (679.050um, 1220.130um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1229.310um) - (679.050um, 1230.210um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (678.720um, 1239.390um) - (679.050um, 1240.290um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 561.780um) - (679.430um, 564.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 571.860um) - (679.430um, 575.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 581.940um) - (679.430um, 585.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 592.020um) - (679.430um, 595.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 602.100um) - (679.430um, 605.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 612.180um) - (679.430um, 615.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 622.260um) - (679.430um, 625.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 632.340um) - (679.430um, 635.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 642.420um) - (679.430um, 645.570um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 652.500um) - (679.430um, 655.650um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 662.580um) - (679.430um, 665.730um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 672.660um) - (679.430um, 675.810um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 682.740um) - (679.430um, 685.890um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 692.820um) - (679.430um, 695.970um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 702.900um) - (679.430um, 706.050um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 712.980um) - (679.430um, 716.130um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 723.060um) - (679.430um, 726.210um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 733.140um) - (679.430um, 736.290um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 743.220um) - (679.430um, 746.370um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 753.300um) - (679.430um, 756.450um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 763.380um) - (679.430um, 766.530um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 773.460um) - (679.430um, 776.610um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 783.540um) - (679.430um, 786.690um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 793.620um) - (679.430um, 796.770um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 803.700um) - (679.430um, 806.850um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 813.780um) - (679.430um, 816.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 823.860um) - (679.430um, 827.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 833.940um) - (679.430um, 837.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 844.020um) - (679.430um, 847.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 854.100um) - (679.430um, 857.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 864.180um) - (679.430um, 867.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 874.260um) - (679.430um, 877.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 884.340um) - (679.430um, 887.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 894.420um) - (679.430um, 897.570um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 904.500um) - (679.430um, 907.650um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (679.050um, 914.580um) - (679.430um, 917.730um), layer: Metal1.
